lon,lat,dune_length,dune_volume
-167.4702148,-48.09667969,202.2374842,326570.0302
-167.4702148,-48.09667969,280.4014979,520583.9587
-167.4702148,-48.09667969,301.4962686,997325.2233
-167.4702148,-48.09667969,212.6029163,389162.1648
-167.4702148,-48.09667969,284.2973795,566992.8135
-167.4702148,-48.09667969,300.0416638,870092.8826
-167.4702148,-48.09667969,265.7536453,805966.3563
-167.4702148,-48.09667969,272.2590678,1043653.097
-167.4702148,-48.09667969,220.2271555,150876.9027
-167.4702148,-48.09667969,314.0063694,600750.2605
-167.4702148,-48.09667969,223.6067977,326338.4057
-167.4702148,-48.09667969,172.626765,162929.3853
-167.4702148,-48.09667969,212.2498528,205172.6915
-167.4702148,-48.09667969,245.0510151,203918.555
-167.4702148,-48.09667969,236.326046,300917.7426
-167.4702148,-48.09667969,248.2438317,459834.0865
-167.4702148,-48.09667969,173.5655496,180379.4692
-167.4702148,-48.09667969,348.6043603,908840.6929
-167.4702148,-48.09667969,157.0031847,224819.1967
-167.4702148,-48.09667969,181.1077028,107246.3531
-167.4702148,-48.09667969,302.0347662,972075.1597
-167.4702148,-48.09667969,225.88714,224437.225
-167.4702148,-48.09667969,215.5226206,470159.7643
-167.4702148,-48.09667969,218.6892773,273216.3713
-167.4702148,-48.09667969,345.1448971,1101401.309
-167.4702148,-48.09667969,198.1161276,219842.5004
-167.4702148,-48.09667969,291.0755916,772237.8664
-167.4702148,-48.09667969,222.7666941,404113.0542
-167.4702148,-48.09667969,235.2126697,239526.0388
-167.4702148,-48.09667969,167.7050983,242264.1505
-167.4702148,-48.09667969,180.2775638,156801.2696
-167.4702148,-48.09667969,220.0568108,151811.2445
-167.4702148,-48.09667969,185.5397532,414704.8442
-167.4702148,-48.09667969,176.1391495,268590.856
-167.4702148,-48.09667969,283.0635971,418285.0114
-167.4702148,-48.09667969,320.0390601,848058.054
-167.4702148,-48.09667969,217.0829335,269361.8476
-167.4702148,-48.09667969,183.3712082,240683.6721
-167.4702148,-48.09667969,286.0069929,438396.0869
-167.4702148,-48.09667969,164.924225,133225.9972
-167.4702148,-48.09667969,273.7243139,703840.6277
-167.4702148,-48.09667969,323.1485726,802619.365
-167.4702148,-48.09667969,217.8302091,188706.0494
-167.4702148,-48.09667969,243.3105012,566915.9075
-167.4702148,-48.09667969,265.4241888,477754.7492
-167.4702148,-48.09667969,203.9607805,270906.0782
-167.4702148,-48.09667969,285.3944639,801597.9701
-167.4702148,-48.09667969,199.0602924,367279.4538
-167.4702148,-48.09667969,200.124961,249371.0135
-167.4702148,-48.09667969,313.1293662,1587637.287
-167.4702148,-48.09667969,260.7680962,634806.1857
-167.4702148,-48.09667969,128.1600562,179300.7677
-167.4702148,-48.09667969,125,78506.27506
-167.4702148,-48.09667969,357.8407467,1369087.39
-167.4702148,-48.09667969,335.3356527,1984598.845
-167.4702148,-48.09667969,288.5307609,1768582.253
-167.4702148,-48.09667969,165.5294536,161256.3424
-167.4702148,-48.09667969,253.4758371,733299.8045
-167.4702148,-48.09667969,128.1600562,94968.35192
-167.4702148,-48.09667969,152.0690633,305551.6003
-167.4702148,-48.09667969,143.1782106,113072.2801
-167.4702148,-48.09667969,272.0294102,1384485.29
-167.4702148,-48.09667969,270.4163457,565172.397
-167.4702148,-48.09667969,240.4682931,546550.2377
-167.4702148,-48.09667969,186.681547,314062.6344
-167.4702148,-48.09667969,200.0624902,392003.0338
-167.4702148,-48.09667969,117.1537451,70596.68194
-167.4702148,-48.09667969,250,625378.0273
-167.4702148,-48.09667969,100,52785.61606
-167.4702148,-48.09667969,166.4331698,110999.2094
-167.4702148,-48.09667969,172.1917536,179990.8153
-167.4702148,-48.09667969,250.7987241,623888.756
-167.4702148,-48.09667969,265.7536453,490441.8675
-167.4702148,-48.09667969,221.4723459,249154.9563
-167.4702148,-48.09667969,226.5502152,407977.5307
-167.4702148,-48.09667969,283.7692725,430153.058
-167.4702148,-48.09667969,201.5564437,318009.9488
-167.4702148,-48.09667969,266.6927071,661709.0651
-167.4702148,-48.09667969,166.4331698,381512.4502
-167.4702148,-48.09667969,221.9234102,660448.823
-167.4702148,-48.09667969,171.0263138,213467.9649
-167.4702148,-48.09667969,171.8284028,225012.2011
-167.4702148,-48.09667969,194.4865034,289123.4902
-167.4702148,-48.09667969,241.3503677,559100.8214
-167.4702148,-48.09667969,285.7008925,601723.9573
-167.4702148,-48.09667969,317.5295262,487072.8591
-167.4702148,-48.09667969,296.0574269,388279.0365
-167.4702148,-48.09667969,315.3173005,939724.1512
-167.4702148,-48.09667969,116.6190379,148988.5599
-167.4702148,-48.09667969,212.2498528,148587.1842
-167.4702148,-48.09667969,216.4486082,298542.985
-167.4702148,-48.09667969,183.4393633,321907.7167
-167.4702148,-48.09667969,277.7138815,975264.6741
-167.4702148,-48.09667969,123.4908904,71838.34818
-167.4702148,-48.09667969,137.5681649,153198.2775
-167.4702148,-48.09667969,277.8938646,426265.9472
-167.4702148,-48.09667969,276.1340254,406652.6593
-167.4702148,-48.09667969,247.4873734,653523.4431
-167.4702148,-48.09667969,189.2749323,139060.3105
-167.4702148,-48.09667969,193.0025907,391559.448
-167.4702148,-48.09667969,172.626765,195594.0152
-167.4702148,-48.09667969,201.5564437,303205.4379
-167.4702148,-48.09667969,240.0520777,461171.036
-167.4702148,-48.09667969,159.7654531,219844.6207
-167.4702148,-48.09667969,155.241747,82981.86143
-167.4702148,-48.09667969,250.7987241,272496.3188
-167.4702148,-48.09667969,207.1834936,329248.9765
-167.4702148,-48.09667969,181.2456896,287568.7964
-167.4702148,-48.09667969,260.0480725,605868.8194
-167.4702148,-48.09667969,185,179318.926
-167.4702148,-48.09667969,225,302032.2368
-167.4702148,-48.09667969,379.8025803,1536041.964
-167.4702148,-48.09667969,186.681547,127955.8582
-167.4702148,-48.09667969,203.039405,302795.3898
-167.4702148,-48.09667969,215.2324325,158939.6498
-167.4702148,-48.09667969,280.4014979,303865.3193
-167.4702148,-48.09667969,186.0779407,148127.4669
-167.4702148,-48.09667969,153.3786165,179874.4912
-167.4702148,-48.09667969,208.8061302,312270.4422
-167.4702148,-48.09667969,191.637679,281819.3137
-167.4702148,-48.09667969,147.0544117,127595.199
-167.4702148,-48.09667969,176.7766953,125653.5692
-167.4702148,-48.09667969,200.2498439,275941.4795
-167.4702148,-48.09667969,215.2324325,255826.126
-167.4702148,-48.09667969,150,229182.8483
-167.4702148,-48.09667969,145.0861813,413232.1204
-167.4702148,-48.09667969,188.2153022,190498.4148
-167.4702148,-48.09667969,110.1135777,79806.07015
-167.4702148,-48.09667969,236.4846718,895740.3978
-167.4702148,-48.09667969,293.4706118,659424.7958
-167.4702148,-48.09667969,158.8238017,175466.5093
-167.4702148,-48.09667969,255.7831112,399838.4607
-167.4702148,-48.09667969,202.6079959,344057.5398
-167.4702148,-48.09667969,221.4723459,358050.5712
-167.4702148,-48.09667969,205.9732992,174929.1958
-167.4702148,-48.09667969,107.7032961,123499.3859
-167.4702148,-48.09667969,254.9509757,693298.9991
-167.4702148,-48.09667969,204.0220576,329971.3826
-167.4702148,-48.09667969,299.541316,884083.1006
-167.4702148,-48.09667969,309.9193443,1071111.924
-167.4702148,-48.09667969,236.326046,339915.7081
-167.4702148,-48.09667969,220.9072203,418022.9607
-167.4702148,-48.09667969,279.5084972,781394.2238
-167.4702148,-48.09667969,359.2352989,1857735.784
-167.4702148,-48.09667969,289.8706608,758914.2158
-167.4702148,-48.09667969,246.2722071,778323.7077
-167.4702148,-48.09667969,175,219000.8912
-167.4702148,-48.09667969,376.1980861,2239968.76
-167.4702148,-48.09667969,277.7138815,761962.6649
-167.4702148,-48.09667969,272.1212965,640591.2459
-167.4702148,-48.09667969,263.865496,686758.4936
-167.4702148,-48.09667969,298.8728827,1334130.791
-167.4702148,-48.09667969,345.03623,872837.2763
-167.4702148,-48.09667969,276.8122107,819559.3444
-167.4702148,-48.09667969,162.788206,162056.1441
-167.4702148,-48.09667969,265.0471656,312064.0406
-167.4702148,-48.09667969,280.4014979,1537042.925
-167.4702148,-48.09667969,220.7374005,311329.823
-167.4702148,-48.09667969,235.8495283,323789.2013
-167.4702148,-48.09667969,225.6102835,252381.0596
-167.4702148,-48.09667969,238.3799488,542837.2888
-167.4702148,-48.09667969,230.8679276,429033.2495
-167.4702148,-48.09667969,346.1574786,1607469.117
-167.4702148,-48.09667969,206.1552813,288173.3113
-167.4702148,-48.09667969,207.1834936,178941.1478
-167.4702148,-48.09667969,180.0694311,208595.8014
-167.4702148,-48.09667969,200.9975124,321276.0525
-167.4702148,-48.09667969,207.4246851,260576.4093
-167.4702148,-48.09667969,245.2039967,205361.6866
-167.4702148,-48.09667969,195.2562419,213720.43
-167.4702148,-48.09667969,185,179659.3037
-167.4702148,-48.09667969,205,265334.1045
-167.4702148,-48.09667969,170.2938637,143613.1592
-167.4702148,-48.09667969,251.4458192,229039.6005
-167.4702148,-48.09667969,114.2365966,124926.8434
-167.4702148,-48.09667969,246.8299009,439784.6604
-167.4702148,-48.09667969,230.4886114,335831.5075
-167.4702148,-48.09667969,136.5650028,124166.3304
-167.4702148,-48.09667969,280.0446393,443440.7191
-167.4702148,-48.09667969,239.0083681,483614.7526
-167.4702148,-48.09667969,326.8791826,342753.3529
-167.4702148,-48.09667969,231.6246964,633285.503
-167.4702148,-48.09667969,156.6045976,250656.189
-167.4702148,-48.09667969,185.6071119,134334.2859
-167.4702148,-48.09667969,275.1817581,332283.6337
-167.4702148,-48.09667969,238.7990787,353450.7653
-167.4702148,-48.09667969,308.058436,688901.7141
-167.4702148,-48.09667969,206.1552813,279466.7912
-167.4702148,-48.09667969,170.8800749,168843.3042
-167.4702148,-48.09667969,315.9905062,1110561.966
-167.4702148,-48.09667969,235.3720459,346406.6233
-167.4702148,-48.09667969,266.8332813,332451.2194
-167.4702148,-48.09667969,238.3799488,483523.9023
-167.4702148,-48.09667969,305.6550343,471177.5557
-167.4702148,-48.09667969,286.3564213,564812.3997
-167.4702148,-48.09667969,300.1666204,693541.6769
-167.4702148,-48.09667969,245.2039967,446172.926
-167.4702148,-48.09667969,175.2854814,415809.6598
-167.4702148,-48.09667969,266.1766331,685011.1723
-167.4702148,-48.09667969,213.7755833,370350.0182
-167.4702148,-48.09667969,200.9975124,300869.5949
-167.4702148,-48.09667969,152.0690633,164910.1479
-167.4702148,-48.09667969,148.6606875,170032.6168
-167.4702148,-48.09667969,285.0438563,558294.9348
-167.4702148,-48.09667969,320.0390601,1720356.336
-167.4702148,-48.09667969,214.0093456,615321.7444
-167.4702148,-48.09667969,354.1539213,822732.9095
-167.4702148,-48.09667969,270.6473721,1251389.131
-167.4702148,-48.09667969,114.2365966,107144.4061
-167.4702148,-48.09667969,204.0220576,180824.8217
-167.4702148,-48.09667969,230.4886114,324713.8283
-167.4702148,-48.09667969,338.0088756,1397315.908
-167.4702148,-48.09667969,289.3527259,460889.8231
-167.4702148,-48.09667969,283.5930182,640398.5386
-167.4702148,-48.09667969,284.1214529,1467347.637
-167.4702148,-48.09667969,193.1320792,311975.5219
-167.4702148,-48.09667969,301.4962686,1170105.194
-167.4702148,-48.09667969,242.5386567,196661.9229
-167.4702148,-48.09667969,390.4484601,1052585.318
-167.4702148,-48.09667969,217.0829335,420198.3468
-167.4702148,-48.09667969,229.4013949,792774.6831
-167.4702148,-48.09667969,342.0526275,733808.651
-167.4702148,-48.09667969,302.0761493,1355270.641
-167.4702148,-48.09667969,174.642492,363753.0282
-167.4702148,-48.09667969,228.5278976,719335.5091
-167.4702148,-48.09667969,270.6473721,853071.8543
-167.4702148,-48.09667969,220.2271555,564400.0106
-167.4702148,-48.09667969,160.0781059,244369.8529
-167.4702148,-48.09667969,158.9024858,91452.07205
-167.4702148,-48.09667969,192.9378138,278023.9849
-167.4702148,-48.09667969,134.6291202,69456.43482
-167.4702148,-48.09667969,241.9194081,360639.2534
-167.4702148,-48.09667969,204.2669822,566504.1263
-167.4702148,-48.09667969,290.0431002,626246.9519
-167.4702148,-48.09667969,237.5920874,659203.8634
-167.4702148,-48.09667969,228.5278976,604409.8414
-167.4702148,-48.09667969,275,510932.3982
-167.4702148,-48.09667969,196.468827,479627.9115
-167.4702148,-48.09667969,353.4119409,900750.8592
-167.4702148,-48.09667969,215.0581317,454535.0519
-167.4702148,-48.09667969,141.4213562,105263.2346
-167.4702148,-48.09667969,215,555864.381
-167.4702148,-48.09667969,241.3503677,414063.6654
-167.4702148,-48.09667969,239.6351393,664846.0022
-167.4702148,-48.09667969,247.3863375,711754.0415
-167.4702148,-48.09667969,94.86832981,29816.00302
-167.4702148,-48.09667969,183.3712082,372325.2042
-167.4702148,-48.09667969,91.92388155,92769.7437
-167.4702148,-48.09667969,199.0602924,518059.2271
-167.4702148,-48.09667969,107.0046728,108736.8568
-167.4702148,-48.09667969,195.064092,306328.7752
-167.4702148,-48.09667969,289.3527259,584545.5346
-167.4702148,-48.09667969,168.6712779,438708.3201
-167.4702148,-48.09667969,78.26237921,36406.15544
-167.4702148,-48.09667969,165.6804153,151921.1676
-167.4702148,-48.09667969,120.8304597,203283.1147
-167.4702148,-48.09667969,178.0449381,532881.3054
-167.4702148,-48.09667969,284.6049894,717548.3187
-167.4702148,-48.09667969,176.7766953,387882.9387
-167.4702148,-48.09667969,241.6609195,819452.1408
-167.4702148,-48.09667969,272.9468813,1079757.001
-167.4702148,-48.09667969,103.0776406,147193.4169
-167.4702148,-48.09667969,97.08243919,41905.18832
-167.4702148,-48.09667969,235.4782368,239928.2589
-167.4702148,-48.09667969,156.2849961,158316.3951
-167.4702148,-48.09667969,201.5564437,447863.0225
-167.4702148,-48.09667969,143.1782106,203398.2349
-167.4702148,-48.09667969,98.48857802,54301.88092
-167.4702148,-48.09667969,168.6712779,158817.3182
-167.4702148,-48.09667969,154.029218,110141.5708
-167.4702148,-48.09667969,205,191741.9596
-167.4702148,-48.09667969,372.3237838,1919625.113
-167.4702148,-48.09667969,134.6291202,227959.3224
-167.4702148,-48.09667969,417.4326293,1673086.143
-167.4702148,-48.09667969,110.1135777,47951.00298
-167.4702148,-48.09667969,292.6174978,669815.9498
-167.4702148,-48.09667969,248.6463352,359964.5652
-167.4702148,-48.09667969,171.1724277,197041.2061
-167.4702148,-48.09667969,68.00735254,39142.2917
-167.4702148,-48.09667969,249.6497547,546169.1262
-167.4702148,-48.09667969,262.3928353,1042707.022
-167.4702148,-48.09667969,182.0027472,445137.7351
-167.4702148,-48.09667969,267.2545603,638796.9711
-167.4702148,-48.09667969,208.9258242,388804.3295
-167.4702148,-48.09667969,126.4911064,140993.4433
-167.4702148,-48.09667969,182.4828759,207229.4798
-167.4702148,-48.09667969,365.034245,1133738.722
-167.4702148,-48.09667969,254.0177159,417299.4062
-167.4702148,-48.09667969,228.2542442,823092.3951
-167.4702148,-48.09667969,325.9601203,2213960.831
-167.4702148,-48.09667969,164.0121947,293940.9116
-167.4702148,-48.09667969,181.1077028,552229.3429
-167.4702148,-48.09667969,292.3183196,1651770.985
-167.4702148,-48.09667969,220.0568108,723644.1332
-167.4702148,-48.09667969,167.1077497,401245.2352
-167.4702148,-48.09667969,194.7434209,274225.0149
-167.4702148,-48.09667969,110.6797181,76323.71568
-167.4702148,-48.09667969,245.2039967,327495.8852
-167.4702148,-48.09667969,307.6117683,1374877.386
-167.4702148,-48.09667969,214.7673159,289796.3196
-167.4702148,-48.09667969,234.7871376,415250.1266
-167.4702148,-48.09667969,180.69311,246109.3232
-167.4702148,-48.09667969,181.7965896,312293.054
-167.4702148,-48.09667969,161.245155,178949.4808
-167.4702148,-48.09667969,211.4828598,208427.9272
-167.4702148,-48.09667969,148.6606875,163862.3475
-167.4702148,-48.09667969,165.3027525,212868.3895
-167.4702148,-48.09667969,175.2854814,191098.845
-167.4702148,-48.09667969,165.0757402,154822.6613
-167.4702148,-48.09667969,162.8649747,200745.7124
-167.4702148,-48.09667969,288.5307609,572362.716
-167.4702148,-48.09667969,235.8495283,611411.3588
-167.4702148,-48.09667969,272.1212965,643041.3019
-167.4702148,-48.09667969,280.0446393,482780.7881
-167.4702148,-48.09667969,210.9502311,362442.3145
-167.4702148,-48.09667969,203.9607805,172587.6332
-167.4702148,-48.09667969,150,262697.4676
-167.4702148,-48.09667969,220.5107707,158288.362
-167.4702148,-48.09667969,158.113883,134715.0291
-167.4702148,-48.09667969,249.89998,1351221.47
-167.4702148,-48.09667969,161.245155,200278.0732
-167.4702148,-48.09667969,169.1892432,191636.5763
-167.4702148,-48.09667969,191.637679,192056.7307
-167.4702148,-48.09667969,282.8427125,932193.9067
-167.4702148,-48.09667969,189.2749323,270063.9949
-167.4702148,-48.09667969,251.7935662,306401.3708
