d,u_*,threshold_type,p,rho_f,rho_s,sediment,hamaker_constant,nu,T,g,gamma,molecular_mass,fluid1,fluid1_proportion,fluid2,fluid2_proportion,flow_depth,tunnel,ref,reffull
m,m/s,word,Pa,kg/m^3,kg/m^3,word,kg*m^2/s^2,m^2/s,K,m/s^2,unitless,g/mol,word,%,word,%,m,word,word,string
0.00031,1.26,fluid,800,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,288.35,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00031,1.23,fluid,800,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,288.75,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00031,1,fluid,790,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,289.55,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00031,1.31,fluid,810,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,290.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00031,1.25,fluid,810,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,290.45,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00031,1.19,fluid,800,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,289.65,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.46,fluid,670,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,289.65,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.16,fluid,650,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,290.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.65,fluid,680,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,290.25,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.37,fluid,660,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,291.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.88,fluid,690,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,291.55,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.7,fluid,690,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,291.85,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,1.75,fluid,630,0.006,1100,walnut_shells,8.21086655942228E-20,0.003,292.05,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00073,2.37,fluid,660,0.007,1100,walnut_shells,8.21086655942228E-20,0.002571428571429,282.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,3.98,fluid,870,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,287.95,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,3.61,fluid,880,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,288.25,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,3.87,fluid,890,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,288.35,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,3.64,fluid,780,0.008,1100,walnut_shells,8.21086655942228E-20,0.00225,289.65,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4,fluid,820,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,289.75,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.2,fluid,840,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,290.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.34,fluid,850,0.009,1100,walnut_shells,8.21086655942228E-20,0.002,290.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.48,fluid,870,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,290.25,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.5,fluid,890,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,290.55,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.63,fluid,920,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,291.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.78,fluid,940,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,291.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
0.00131,4.94,fluid,950,0.01,1100,walnut_shells,8.21086655942228E-20,0.0018,291.35,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,swann2020,"Swann et al., 2020"
1.21392214062536E-05,4.9971763690005,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
2.99972459872431E-05,4.38300064762179,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
5.34297294098938E-05,4.06377203713032,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
7.22348028900845E-05,3.9780211556451,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
7.97585705802935E-05,3.89199971216809,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000106445708546,3.9108469453839,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000147043628648,3.93589407785853,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000266459636588,4.96438080161186,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000354088089824,5.72783766280492,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000418867541006,5.86960063323019,entire_bed,530,0.0062983,1100,walnut_shells,8.21086655942228E-20,0.002877526586539,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
3.51875440353244E-05,0.860581269412196,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
5.23473877841682E-05,0.77569719807974,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
7.34307943817083E-05,0.650772907510674,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000105289787841,0.613283685848378,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000149852939704,0.631304768127747,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000211682453873,0.752454775735985,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.00029791507947,0.897391716866122,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000632748329945,1.21150007608238,not_specified,5000,0.08876108649342,1100,walnut_shells,8.21086655942228E-20,0.000166710733517,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
3.56792813870809E-05,1.42415779784761,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
5.25040373932518E-05,1.24396935222563,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
7.41967092060903E-05,1.09528050530637,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000106007467281,0.994277411289432,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000151410668543,1.09962167661705,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000211526853341,1.25245030030164,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000299826727993,1.54822429683467,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000636585576042,2.10042576298696,not_specified,2000,0.035499021143488,1100,walnut_shells,8.21086655942228E-20,0.000416840390536,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
3.52619609558902E-05,1.92408619089816,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
5.18862934516769E-05,1.79151636666338,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
7.44152685492938E-05,1.59529840704374,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000105550646271,1.43075906350045,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000150740594747,1.61546769780674,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.00021210289971,1.90326050309849,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000300597624497,2.3022081793038,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000640236818921,3.21157168303184,not_specified,1000,0.017748615318267,1100,walnut_shells,8.21086655942228E-20,0.000833722832556,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
3.51022201657083E-05,2.51136014416866,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
5.20348819432528E-05,2.34708932668582,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
7.57172295286298E-05,2.30175317681248,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000105447210054,2.09741976292132,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.00015112464203,2.3853244540716,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000209499751965,2.80001074104242,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.00030348492656,3.30226635995023,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
0.000645911288812,4.71162538824393,not_specified,500,0.008874082625953,1100,walnut_shells,8.21086655942228E-20,0.001667487948986,293.15,9.81,1.29455,43.2577,air,5,CO2,95,1,MARSWIT,greeley1980,"Greeley et al., 1980"
2.96559928113765E-05,3.04696321965649,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
4.90874063370576E-05,2.35524014638728,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
7.1442752455412E-05,2.55262277207414,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
9.94058111725005E-05,2.36139359393724,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000139409685445,2.54506590666192,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000247492219644,2.99853180900562,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000405534764384,3.77927745571137,entire_bed,1050,0.0124778,1100,walnut_shells,8.21086655942228E-20,0.001452461627851,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
2.94988390909846E-05,3.22763977502132,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
4.9215388366201E-05,2.90412496896287,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
7.00012588473429E-05,3.04106616575445,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000100173532209,2.78984087400546,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000139150023218,3.04705768047414,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000245801588654,3.5941882307219,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.00040067999486,4.52214431453833,entire_bed,790,0.009388,1100,walnut_shells,8.21086655942228E-20,0.001930499115893,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
2.9449750850675E-05,3.67608575962691,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
4.91347116923517E-05,3.34587772991763,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
7.02448556357914E-05,3.355688160551,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
9.86188435371596E-05,3.25155185629001,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000139589134841,3.44869158273148,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000244177127267,4.1296056395807,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000399844232229,5.08437510120802,entire_bed,650,0.0077243,1100,walnut_shells,8.21086655942228E-20,0.002346300078972,293.15,9.81,1.4,28.964,air,100,none,0,1,MARSWIT,greeley1976,"Greeley et al., 1976"
0.000720326623571,0.125247526463301,general,,1.226,210,instant_tea,8.21086655942228E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000168495047076,0.147244118978584,general,,1.226,890,silica_gel,2E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000168564137173,0.166441459343454,general,,1.226,890,silica_gel,2E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
1.64795655444617E-05,0.288160545750493,general,,1.226,890,silica_gel,2E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
3.92593538113007E-05,0.204500920988516,general,,1.226,1100,walnut_shells,8.21086655942228E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
7.90961961503603E-05,0.16274713767828,general,,1.226,1100,walnut_shells,8.21086655942228E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000111444762593,0.161084865722294,general,,1.226,1100,walnut_shells,8.21086655942228E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000359082349417,0.208623770143384,general,,1.226,1100,walnut_shells,8.21086655942228E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.001288212891721,0.434599447752477,general,,1.226,1300,clover_seed,8.21086655942228E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000391571776481,0.259276410598453,general,,1.226,1590,sugar,5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
4.65083622445091E-05,0.20103814240245,general,,1.226,2420,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
3.26628230146249E-05,0.232396678220782,general,,1.226,2420,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
3.03587621360193E-05,0.251583650985095,general,,1.226,2420,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000584318591568,0.390385087243359,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000487939294252,0.360612794310261,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.00041131181159,0.313402197240145,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000343943707712,0.295863672964408,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000253123665103,0.280025435180033,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.00021288562976,0.262507646105411,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000174280912124,0.24149597564305,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000123684641049,0.234411448595708,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
9.07001110793222E-05,0.208153772251463,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
3.75741380203638E-05,0.223691349619682,general,,1.226,2500,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000525418292178,0.36763511575426,general,,1.226,2650,sand,6.13E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000204858742092,0.259003397117116,general,,1.226,2700,aluminum,2.26E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.00014952645494,0.218759827621362,general,,1.226,2700,aluminum,2.26E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
3.92623853631083E-05,0.206246133748959,general,,1.226,2700,aluminum,2.26E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000519788564703,0.479321820688893,general,,1.226,3990,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000110245173935,0.250087260638022,general,,1.226,3990,glass,6.5E-20,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
9.30624959587514E-06,0.509750728323939,general,,1.226,6000,copper_oxide,4.11E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000617205555318,0.730732678331369,general,,1.226,7800,bronze,4.11E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
1.15340659780002E-05,0.50278715661643,general,,1.226,8940,copper,4.11E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
3.67820621866813E-05,0.255101723440799,general,,1.226,8940,copper,4.11E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000719495808315,1.01355390979496,general,,1.226,11350,lead,2.1E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
7.32119644499415E-06,0.521949938312777,general,,1.226,11350,lead,2.1E-19,1.46E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,iversen1976,"Iversen et al., 1976"
0.000905666172042,0.498442367601246,static_(fluid),,1.25,2650,quartz,8.86E-20,1.449882056E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.3,Bagnold,bagnold1937,"Bagnold, 1937"
0.000621854522782,0.401869158878505,static_(fluid),,1.25,2650,quartz,8.86E-20,1.449882056E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.3,Bagnold,bagnold1937,"Bagnold, 1937"
0.000503286912277,0.370716510903427,static_(fluid),,1.25,2650,quartz,8.86E-20,1.449882056E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.3,Bagnold,bagnold1937,"Bagnold, 1937"
0.000225392753204,0.216510903426791,static_(fluid),,1.25,2650,quartz,8.86E-20,1.449882056E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.3,Bagnold,bagnold1937,"Bagnold, 1937"
8.50928279955226E-05,0.147196261682243,static_(fluid),,1.25,2650,quartz,8.86E-20,1.449882056E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.3,Bagnold,bagnold1937,"Bagnold, 1937"
4.82790124410123E-05,0.169781931464174,static_(fluid),,1.25,2650,quartz,8.86E-20,1.449882056E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.3,Bagnold,bagnold1937,"Bagnold, 1937"
