d,u_*,threshold_type,p,rho_f,rho_s,sediment,hamaker_constant,nu,T,g,gamma,molecular_mass,fluid1,fluid1_proportion,fluid2,fluid2_proportion,flow_depth,tunnel,ref,reffull
m,m/s,word,Pa,kg/m^3,kg/m^3,word,kg*m^2/s^2,m^2/s,K,m/s^2,unitless,g/mol,word,%,word,%,m,word,word,string
0.0008086856547,1.00036183478067,fluid,,1.24,11350,lead,2.1E-19,1.4E-05,293.15,9.81,1.4,28.964,air,100,none,0,1.2,Iowa,greeley1974,"Greeley et al., 1974"
0.004055,0.916960373478926,fluid,97832.31,1.1626,1520,soil,6.13E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.005575,1.0690449676497,fluid,97832.31,1.1626,1550,soil,6.13E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.00021,0.308096511451019,continuous,98754.01,1.17355,2500,glass,6.5E-20,1.54433349239487E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.76,Trent,mckenna-neuman2008,"McKenna-Neuman \& Sanderson, 2008"
0.00021,0.315552295201002,continuous,98754.01,1.17355,2500,glass,6.5E-20,1.54433349239487E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.76,Trent,mckenna-neuman2008,"McKenna-Neuman \& Sanderson, 2008"
7.5E-05,0.24023043641737,continuous,98754.01,1.17355,2500,glass,6.5E-20,1.54433349239487E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.76,Trent,mckenna-neuman2008,"McKenna-Neuman \& Sanderson, 2008"
7.5E-05,0.24798983150915,continuous,98754.01,1.17355,2500,glass,6.5E-20,1.54433349239487E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.76,Trent,mckenna-neuman2008,"McKenna-Neuman \& Sanderson, 2008"
7.5E-05,0.24403213233009,continuous,98754.01,1.17355,2500,glass,6.5E-20,1.54433349239487E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.76,Trent,mckenna-neuman2008,"McKenna-Neuman \& Sanderson, 2008"
2.88350105960005E-05,0.401267159450898,fluid,,1.22,2500,phonolite_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
7.98275461557904E-05,0.182682154171066,fluid,,1.22,2500,phonolite_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
0.00016394506607,0.21752903907075,fluid,,1.22,2150,phonolite_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
2.97501454207863E-05,0.450897571277719,fluid,,1.22,2700,basalt_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
8.63516569356092E-05,0.212249208025343,fluid,,1.22,2700,basalt_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
0.000161697578061,0.302006335797255,fluid,,1.22,2560,basalt_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
2.33288049439568E-05,0.405491024287223,fluid,,1.22,2700,basalt_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
3.84261339120197E-05,0.271383315733897,fluid,,1.22,2700,basalt_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
0.000144570360646,0.252375923970433,fluid,,1.22,2560,basalt_ash,8.83E-20,1.48553489344262E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,AWTSII,del-bello2018,"Del-Bello et al., 2018"
0.000188,0.18,fluid,101148,1.18184,2650,quartz,8.86E-20,1.53350078690855E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.6,Cambridge,nalpanis1993,"Nalpanis et al., 1993"
0.000144,0.39,fluid,86092.01,1.00593,2650,quartz,8.86E-20,1.80166867475868E-05,298.15,9.81,1.4,28.964,air,100,none,0,-9999,field,shao2005,"Shao \& Mikami, 2005"
0.000253604757281,0.31,fluid,,1.10448,2650,loam,7.3E-20,1.64091026575511E-05,298.15,9.81,1.4,28.964,air,100,none,0,0.3,USDA,selah1995,"Selah \& Fryrear, 1995"
0.000235816774618,0.31,fluid,,1.10448,2650,loam,7.3E-20,1.64091026575511E-05,298.15,9.81,1.4,28.964,air,100,none,0,0.3,USDA,selah1995,"Selah \& Fryrear, 1995"
0.000214146830997,0.31,fluid,,1.10448,2650,loam,7.3E-20,1.64091026575511E-05,298.15,9.81,1.4,28.964,air,100,none,0,0.3,USDA,selah1995,"Selah \& Fryrear, 1995"
8.76939024624285E-05,0.31,fluid,,1.10448,2650,clay,7.3E-20,1.64091026575511E-05,298.15,9.81,1.4,28.964,air,100,none,0,0.3,USDA,selah1995,"Selah \& Fryrear, 1995"
5.94680868189636E-05,0.31,fluid,,1.10448,2650,clay,7.3E-20,1.64091026575511E-05,298.15,9.81,1.4,28.964,air,100,none,0,0.3,USDA,selah1995,"Selah \& Fryrear, 1995"
0.000165,0.045243326956965,patches-ramp-up,2000000,23.5970972206909,1100,walnut shells,8.21086655942228E-20,7.7503870071933E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.04868424171968,patches-ramp-up,1500000,17.6824290997227,1100,walnut shells,8.21086655942228E-20,1.03428456958772E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.053096979945861,patches-ramp-up,1250000,14.7658072372078,1100,walnut shells,8.21086655942228E-20,1.2385820346203E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.063478487740662,patches-ramp-up,800000,9.44960842638716,1100,walnut shells,8.21086655942228E-20,1.93538850981408E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.098804932892363,patches-ramp-up,300000,3.52191240206881,1100,walnut shells,8.21086655942228E-20,5.19282182030679E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.102282578305365,patches-ramp-up,300000,3.52191240206881,1100,walnut shells,8.21086655942228E-20,5.19282182030679E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.067872067378046,patches-ramp-up,800000,9.44960842638716,1100,walnut shells,8.21086655942228E-20,1.93538850981408E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.054967437678787,patches-ramp-up,1250000,14.6812036905167,1100,walnut shells,8.21086655942228E-20,1.24571962600625E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.050858552295633,patches-ramp-up,1500000,17.5665905464319,1100,walnut shells,8.21086655942228E-20,1.04110490435418E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.049342022084961,patches-ramp-up,2000000,23.4260627965776,1100,walnut shells,8.21086655942228E-20,7.80697282743726E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.04892151775527,patches-ramp-up,1250000,14.7438497344085,1100,walnut shells,8.21086655942228E-20,1.24042661178177E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.067993127937541,patches-ramp-up,800000,9.44202886765122,1100,walnut shells,8.21086655942228E-20,1.93694213680385E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.107517194161208,patches-ramp-up,300000,3.52598362186573,1100,walnut shells,8.21086655942228E-20,5.18682601282044E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.099035192895027,patches-ramp-up,2000000,23.517377297648,1100,walnut shells,8.21086655942228E-20,7.77665950552277E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.129646371975484,patches-ramp-up,1500000,17.6824290997227,1100,walnut shells,8.21086655942228E-20,1.03428456958772E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.144463660938933,patches-ramp-up,1250000,14.778835140558,1100,walnut shells,8.21086655942228E-20,1.2374901943714E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.178605218954699,patches-ramp-up,800000,9.44960842638716,1100,walnut shells,8.21086655942228E-20,1.93538850981408E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.287060791548544,patches-ramp-up,300000,3.52191240206881,1100,walnut shells,8.21086655942228E-20,5.19282182030679E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.290097159813335,patches-ramp-up,300000,3.52191240206881,1100,walnut shells,8.21086655942228E-20,5.19282182030679E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.170630253915236,patches-ramp-up,800000,9.44635145054962,1100,walnut shells,8.21086655942228E-20,1.9360558059279E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.148870836102632,patches-ramp-up,1250000,14.7045618494056,1100,walnut shells,8.21086655942228E-20,1.24374080356643E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.108303207668037,patches-ramp-up,2000000,23.4745884466823,1100,walnut shells,8.21086655942228E-20,7.79083459214245E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.123046665266139,patches-ramp-up,2000000,23.4381942091038,1100,walnut shells,8.21086655942228E-20,7.80293200385224E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.131927359695666,patches-ramp-up,1500000,17.7101133943418,1100,walnut shells,8.21086655942228E-20,1.03266778497957E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.135563820900175,patches-ramp-up,1500000,17.6259371361158,1100,walnut shells,8.21086655942228E-20,1.03759950063582E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.139044470672426,patches-ramp-up,1250000,14.6550515401483,1100,walnut shells,8.21086655942228E-20,1.24794263060551E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.176018702880476,patches-ramp-up,800000,9.45367964618408,1100,walnut shells,8.21086655942228E-20,1.93455503625555E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.276219503463267,patches-ramp-up,300000,3.52191240206881,1100,walnut shells,8.21086655942228E-20,5.19282182030679E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.080950924251875,patches-ramp-up,800000,9.457750865981,2500,silica,2E-19,1.93372228025749E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.068165477804102,patches-ramp-up,1250000,14.7706927009641,2500,silica,2E-19,1.23817236882047E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.083806874262241,patches-ramp-up,800000,9.48992008661359,2500,silica,2E-19,1.92716728947695E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.12600649165639,patches-ramp-up,300000,3.53715974994004,2500,silica,2E-19,5.17043754412902E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.12027687321112,patches-ramp-up,300000,3.54614689840331,2500,silica,2E-19,5.15733388791836E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.083688569157861,patches-ramp-up,800000,9.44553720659023,2500,silica,2E-19,1.93622270186092E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.066244391496316,patches-ramp-up,1250000,14.7045618494056,2500,silica,2E-19,1.24374080356643E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001625,0.054498547516577,patches-ramp-up,2000000,23.3353611445076,2500,silica,2E-19,7.83731756171109E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.143153984850518,patches-ramp-up,2000000,23.3353611445076,2500,beach sand,8.86E-20,7.83731756171109E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.183484156917797,patches-ramp-up,1500000,17.7019709547479,2500,beach sand,8.86E-20,1.03314278491496E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.198288810060345,patches-ramp-up,1250000,14.7706927009641,2500,beach sand,8.86E-20,1.23817236882047E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.237232662033196,patches-ramp-up,800000,9.48992008661359,2500,beach sand,8.86E-20,1.92716728947695E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.237882431008441,patches-ramp-up,800000,9.43797140197524,2500,beach sand,8.86E-20,1.93777484501007E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.199127077523487,patches-ramp-up,1250000,14.7126767807576,2500,beach sand,8.86E-20,1.24305480526775E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.186365776219117,patches-ramp-up,1500000,17.6178222047638,2500,beach sand,8.86E-20,1.03807742853295E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.190014792042143,patches-ramp-up,2000000,23.4139313840514,2500,beach sand,8.86E-20,7.81101783834964E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.169089406402218,patches-ramp-up,2000000,23.4139313840514,2500,beach sand,8.86E-20,7.81101783834964E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.185807089391143,patches-ramp-up,1500000,17.6502819301717,2500,beach sand,8.86E-20,1.03616835374222E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.069935748844981,patches-ramp-up,1250000,14.6469639317975,3300,basalt,8.83E-20,1.2486317066002E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.090307196207274,patches-ramp-up,800000,9.46182208577792,3300,basalt,8.83E-20,1.93289024089364E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.125612978493268,patches-ramp-up,300000,3.53715974994004,3300,basalt,8.83E-20,5.17043754412902E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.131579342057527,patches-ramp-up,300000,3.52218644638707,3300,basalt,8.83E-20,5.19241779191781E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.086886820535089,patches-ramp-up,800000,9.41362660791932,3300,basalt,8.83E-20,1.94278616864689E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.074663798522566,patches-ramp-up,1250000,14.6469639317975,3300,basalt,8.83E-20,1.2486317066002E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.076845479335247,patches-ramp-up,1250000,14.6590953443237,3300,basalt,8.83E-20,1.24759837773712E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.09284412412146,patches-ramp-up,500000,9.46182208577792,3300,basalt,8.83E-20,1.93289024089364E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.12855616559075,patches-ramp-up,300000,3.55824978884155,3300,basalt,8.83E-20,5.13979193591864E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.131854418086854,patches-ramp-up,1250000,14.7045618494056,3300,basalt,8.83E-20,1.24374080356643E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.169726654682296,patches-ramp-up,800000,9.46996452537177,3300,basalt,8.83E-20,1.93122830837152E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.167267551400313,patches-ramp-up,800000,9.3892818138634,3300,basalt,8.83E-20,1.94782347928556E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.190594142135344,patches-ramp-up,800000,9.40956914224333,3300,basalt,8.83E-20,1.94362391031985E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.140609889014566,patches-ramp-up,1250000,14.7045618494056,3300,basalt,8.83E-20,1.24374080356643E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.162108625046686,patches-ramp-up,1250000,14.6761595896737,3300,basalt,8.83E-20,1.24614777176041E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.03532224135395,patches-ramp-up,2000000,23.3756634881348,400,charcoal,5E-20,7.82380512106322E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.045906717296737,patches-ramp-up,1500000,17.6202566841694,400,charcoal,5E-20,1.03793400394122E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.048121871942908,patches-ramp-up,1250000,14.7381229425888,400,charcoal,5E-20,1.2409086042988E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.058659418999138,patches-ramp-up,800000,9.457750865981,400,charcoal,5E-20,1.93372228025749E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.082164591707212,patches-ramp-up,300000,3.53715974994004,400,charcoal,5E-20,5.17043754412902E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.150227410606772,patches-ramp-up,100000,1.18497789305243,400,charcoal,5E-20,1.54337592944975E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.154900210954695,patches-ramp-up,100000,1.18497789305243,400,charcoal,5E-20,1.54337592944975E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.084169618886389,patches-ramp-up,300000,3.50676807681833,400,charcoal,5E-20,5.2152475356355E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.061007819475693,patches-ramp-up,800000,9.36979948290856,400,charcoal,5E-20,1.95187352771341E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.049962704230883,patches-ramp-up,1250000,14.6469639317975,400,charcoal,5E-20,1.2486317066002E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.048650374718238,patches-ramp-up,1500000,17.5504153297303,400,charcoal,5E-20,1.04206443135799E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.045236652208744,patches-ramp-up,2000000,23.3353611445076,400,charcoal,5E-20,7.83731756171109E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.04360412673361,patches-ramp-up,2000000,23.4220189924022,400,charcoal,5E-20,7.80832069882815E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.036396809146505,patches-ramp-up,1500000,17.7019709547479,400,charcoal,5E-20,1.03314278491496E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.051896173875698,patches-ramp-up,1250000,14.778835140558,400,charcoal,5E-20,1.2374901943714E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.062678445521167,patches-ramp-up,800000,9.49400515409689,400,charcoal,5E-20,1.92633807058552E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.091628603721079,patches-ramp-up,300000,3.53062364196675,400,charcoal,5E-20,5.18000937661093E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.154330349322633,patches-ramp-up,100000,1.18497789305243,400,charcoal,5E-20,1.54337592944975E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.039605038851386,patches-ramp-up,2000000,23.3998900493657,400,charcoal,5E-20,7.81570491659971E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.055504313227378,patches-ramp-up,1500000,17.707837339216,400,charcoal,5E-20,1.03280051766512E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.065247141825433,patches-ramp-up,1250000,14.834919091382,400,charcoal,5E-20,1.23281181771301E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.074595600295231,patches-ramp-up,800000,9.53546289872352,400,charcoal,5E-20,1.91796284720695E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.104564751117833,patches-ramp-up,300000,3.54820669369286,400,charcoal,5E-20,5.15433996649101E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.179340280726597,patches-ramp-up,100000,1.17285045972736,400,charcoal,5E-20,1.55933464654338E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.178478606102172,patches-ramp-up,100000,1.1839711148935,400,charcoal,5E-20,1.54468832394758E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.105809747158381,patches-ramp-up,300000,3.51167015333284,400,charcoal,5E-20,5.20796736940532E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.075986809246321,patches-ramp-up,800000,9.40855542955627,400,charcoal,5E-20,1.94383332357479E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.068323396469665,patches-ramp-up,1250000,14.6515317051839,400,charcoal,5E-20,1.24824243216846E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.065508322966374,patches-ramp-up,1500000,17.5813389380549,400,charcoal,5E-20,1.04023155660153E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.062057531706298,patches-ramp-up,2000000,23.3366355768258,400,charcoal,5E-20,7.83688955953591E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.061533066185025,patches-ramp-up,2000000,23.4609506472076,400,charcoal,5E-20,7.79536338730961E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.064731880802084,patches-ramp-up,1500000,17.7841547048626,400,charcoal,5E-20,1.02836844787857E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.070636420551517,patches-ramp-up,1250000,14.8455172645719,400,charcoal,5E-20,1.23193171680969E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.074809597180218,patches-ramp-up,800000,9.56728662124852,400,charcoal,5E-20,1.91158311595408E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.115924578881117,patches-ramp-up,300000,3.56592393104588,400,charcoal,5E-20,5.12873070887633E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.201890771374017,patches-ramp-up,100000,1.18881931601233,400,charcoal,5E-20,1.53838883035799E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.057475268796377,patches-ramp-up,2000000,23.2982037801105,400,charcoal,5E-20,7.84981698300919E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.070998638939229,patches-ramp-up,1500000,17.7124568253684,400,charcoal,5E-20,1.03253115877625E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.080005909123525,patches-ramp-up,1250000,14.8049575302158,400,charcoal,5E-20,1.23530672299102E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.097449843721769,patches-ramp-up,800000,9.50631227820117,400,charcoal,5E-20,1.92384418220823E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.129063391817333,patches-ramp-up,300000,3.5277507052701,400,charcoal,5E-20,5.18422788303907E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.207381834456048,patches-ramp-up,100000,1.18639026241244,400,charcoal,5E-20,1.54153857715279E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
