Dune Field,Latitude,Longitude,Large Type,Large Wavelength (m),Large Width (m),Large Height (m),Small Type,Small Wavelength (m),Small Width (m),Small Height (m),Mean Resultant Flux Magnitude (m^2/yr),Mean of Flux Magnitudes (m^2/yr)
Grand Erg Occidental,29.929733276367188,358.8742370605469,l,1305.9314804407393,5834.868691786414,30.821375875879596,l,1305.9314804407393,5834.868691786414,30.821375875879596,6.171478172693247,22.505845773588817
Northwest Takla Makan,39.203731536865234,79.03108215332031,b,994.1068028889893,3019.097908250749,18.677037401266272,b,994.1068028889893,3019.097908250749,18.677037401266272,4.5394471625878685,8.38679889134926
Grand Erg Oriental,28.80561065673828,5.343739032745361,l,1534.7356422555029,11180.489873272592,60.7899189937105,s,1123.8578480674025,3958.8472988059953,46.54761193429741,1.675496116886592,15.595705546958786
Munga-Thirri,-24.309125900268555,137.8122100830078,l,395.21210955535196,10773.085792575841,20.485042848329496,l,124.73445424040523,238.8845858991471,3.1554812047801466,10.471467894012799,17.13040175745985
An Nafud \& Ad Dahna,25.99530792236328,46.968650817871094,n,946.7316013513037,1944.6316092142451,28.77457725656274,n,946.7316013513037,1944.6316092142451,28.77457725656274,2.3086061148442396,10.494417462231784
Northwest Takla Makan,39.203731536865234,80.71858215332031,l,1470.6054209941062,13586.703102954265,27.461214809167764,b,207.01994310623684,288.1020073317333,8.733007442418568,5.019323235579588,8.516071673789613
El Djouf,22.622943878173828,355.499267578125,l,1471.383412621246,30344.615245480225,57.65149444409133,l,1305.1421217925763,18631.763288749877,61.42101523466654,7.908544925114454,12.467036747276506
Central Grand Sand Sea,27.40045928955078,26.71869468688965,l,1382.1724379022942,25761.47103237753,50.02716958713605,l,1382.1724379022942,25761.47103237753,50.02716958713605,3.172638860598943,5.8899596598648944
Northwest Takla Makan,39.484764099121094,79.87483215332031,b,1567.8495904710896,2147.9456009823707,34.82968983870843,b,1567.8495904710896,2147.9456009823707,34.82968983870843,4.874450687649194,8.177163440896294
Central Takla Makan,38.92270278930664,83.53107452392578,l,1595.6946551346693,15581.94058981366,45.626552555604825,b,907.1518327242853,2483.5903476227304,34.147423632269486,7.639882964988345,12.117082868541328
Trarza Reion Desert,19.5316104888916,346.218017578125,l,2401.759185916154,32414.59061806883,36.41595876867898,b,508.989168605813,763.4604521090461,15.606839472290993,7.993790066378563,16.251382480948845
Grand Erg Oriental,30.21076202392578,7.593734264373779,s,1963.8841430325995,2812.67186933097,83.16825056490809,s,1963.8841430325995,2812.67186933097,83.16825056490809,1.4946995786435264,17.507836420487745
Central Takla Makan,37.23651885986328,80.71858215332031,b,1979.8908739414028,3458.784300893393,22.446558191841476,b,1979.8908739414028,3458.784300893393,22.446558191841476,6.927171458416617,10.386915040724316
Grand Erg Oriental,29.929733276367188,6.46873664855957,s,1428.7457699842557,4844.666083288892,41.44767204116625,s,1428.7457699842557,4844.666083288892,41.44767204116625,1.996620319415227,17.496063152943577
Idehan Ubari,27.681489944458008,11.24997615814209,l,2141.1819698933286,20461.894100226586,61.01165551080315,l,2141.1819698933286,20461.894100226586,61.01165551080315,5.178388167966178,16.11082821211487
Central Grand Sand Sea,28.24355125427246,25.031198501586914,l,1379.0828261753811,17278.29357968628,35.3072761832157,s,628.3840441283517,2354.796117329524,26.932458499177574,2.5713711235149805,7.91877599638552
Central Takla Makan,39.203731536865234,84.65607452392578,b,1378.198056606603,2995.006903757428,55.110052825106244,b,1378.198056606603,2995.006903757428,55.110052825106244,10.637785135483782,15.224264717953778
El Djouf,17.845428466796875,356.624267578125,l,1039.8487887967367,23768.31178261024,22.344218260875632,b,407.72984167028443,639.0497940222965,16.27204902356897,5.1100056004773,13.635251480375222
Munga-Thirri,-25.99530792236328,136.9684600830078,l,625.4684291043933,8026.810997310898,21.457272192505,l,625.4684291043933,8026.810997310898,21.457272192505,4.258242417416797,7.503253084248201
Southwest Takla Makan,38.36064147949219,79.59358215332031,b,997.9318679362353,2957.6434559273225,30.906659151684465,b,997.9318679362353,2957.6434559273225,30.906659151684465,3.309302724324678,7.357906294201878
Central Takla Makan,40.32785415649414,86.90606689453125,b,1690.3203540033974,6404.362545860807,93.81160338535571,b,1690.3203540033974,6404.362545860807,93.81160338535571,16.88874538082934,20.002392956631628
Northwest Takla Makan,39.203731536865234,79.59358215332031,b,1206.6598707432624,2038.9517260220607,19.598096779958855,b,1206.6598707432624,2038.9517260220607,19.598096779958855,4.588607001591508,8.156083181577939
Idehan Murzuk,24.871187210083008,13.218722343444824,s,2801.670492058886,3480.3470613839077,67.37378788584637,s,2801.670492058886,3480.3470613839077,67.37378788584637,0.8376738422564733,7.904352202640309
Grand Erg Oriental,29.367671966552734,7.031235218048096,s,1906.4913628600266,2923.0579298772473,84.9080293913274,s,1906.4913628600266,2923.0579298772473,84.9080293913274,1.3638530199102648,16.643273097797188
Central Takla Makan,38.079612731933594,81.28108215332031,l,789.7684363245546,4458.65372295501,29.74680660073825,l,789.7684363245546,4458.65372295501,29.74680660073825,4.124479094913427,9.021530906337599
Rub Al Khali,20.37470054626465,50.90614318847656,t,537.656884422644,3050.718556183586,10.865089337540288,t,537.656884422644,3050.718556183586,10.865089337540288,2.7246579358657357,5.601472394934035
Idehan Ubari,27.681489944458008,10.968727111816406,l,2064.215695396967,16286.660005308238,78.58001032660613,l,2064.215695396967,16286.660005308238,78.58001032660613,5.66188393437145,16.69225289238795
Idehan Ubari,27.962520599365234,11.53122615814209,l,2092.734584797081,25312.89262156882,46.667008520424226,l,2092.734584797081,25312.89262156882,46.667008520424226,4.238151823356778,16.69113800977962
Ergs Iguidi \& Chech,27.119428634643555,358.030517578125,l,1440.5336238648936,21713.32321479815,43.375074074356284,s,703.8479948643253,4119.186917663742,29.047483739138325,7.46454464222147,19.246302887719853
An Nafud \& Ad Dahna,29.086641311645508,39.09366989135742,l,1125.5925650693025,3995.979809207632,33.635723977440264,l,1125.5925650693025,3995.979809207632,33.635723977440264,1.4999816374393051,7.622059772202586
Badain Jaran Desert,40.608882904052734,102.09353637695312,n,1638.8834645968866,5957.7959291055095,133.04191025559538,n,1638.8834645968866,5957.7959291055095,133.04191025559538,5.8696488322610945,25.566380773868556
Central Grand Sand Sea,26.276338577270508,26.15619468688965,l,1436.2453241354385,25729.95507979048,39.23030687023966,s,395.7018173662834,771.8449431157053,22.63418139861219,1.5844041733851575,3.775627673275987
East Erg Issaouane,27.119428634643555,7.3124847412109375,s,2536.879859246484,5586.784344774635,127.03796763893261,s,2536.879859246484,5586.784344774635,127.03796763893261,2.766514126642766,8.571477453414296
Munga-Thirri,-25.1522159576416,137.2497100830078,l,406.5393712096036,4445.740975440353,20.46798619316852,l,205.19080168170188,916.96139495433,8.988857269833176,10.592255183427195,17.7194925956683
Central Takla Makan,39.76579284667969,82.68732452392578,b,1047.6692637688116,3358.7085919266706,33.56749735679637,b,1047.6692637688116,3358.7085919266706,33.56749735679637,6.201939593847223,9.364122137847483
Central Grand Sand Sea,28.80561065673828,23.343700408935547,l,1244.6879712497177,10708.402971008902,38.90623042218116,l,1244.6879712497177,10708.402971008902,38.90623042218116,2.169899819110961,9.965356754466928
Central Grand Sand Sea,28.524580001831055,23.343700408935547,l,1410.6863983634012,5833.215331363932,44.91017303884392,l,1410.6863983634012,5833.215331363932,44.91017303884392,1.7834240073963472,9.658698377023812
Wahiba Sands,22.060882568359375,58.7811279296875,l,1049.3794684973354,17380.096251811014,53.47261392965276,l,677.3276899999701,4321.333959749973,37.52464135414228,3.0439177985428763,5.735792969183957
El Djouf,22.3419132232666,354.093017578125,l,1076.6610382318538,6296.826225172192,31.452472116835626,b,392.15001266136994,757.7135427802504,21.3890455718611,10.164951751076314,16.07871503698444
Rub Al Khali,18.407487869262695,46.12490463256836,l,1450.094954774374,26208.482093151917,24.373960225031514,l,1450.094954774374,26208.482093151917,24.373960225031514,3.287571416540493,5.886418031579072
Grand Erg Oriental,29.367671966552734,6.749985694885254,s,1606.2125427552633,3818.047431871696,59.101310132774096,s,1606.2125427552633,3818.047431871696,59.101310132774096,1.8314116672633247,17.266598336098784
Rub Al Khali,22.622943878173828,53.99988555908203,b,1919.4981540825206,3714.7634693192063,105.22250568804716,b,1919.4981540825206,3714.7634693192063,105.22250568804716,4.622319149127113,7.945769019537092
An Nafud \& Ad Dahna,29.086641311645508,41.34366226196289,l,1055.133940503412,8838.244789216395,23.879317225363273,b,635.5588251527232,1481.2734664325983,19.700436710924702,2.306159111065793,6.653189935481551
Rub Al Khali,17.283367156982422,46.12490463256836,l,1374.8178862449222,45319.434901066015,49.80543307004339,l,852.2599739879087,10695.580099264002,40.509556007312696,1.122869982831187,4.50648916816421
Rub Al Khali,18.96954917907715,53.7186393737793,s,1711.6232313697299,2658.346132521404,66.99854147230495,s,1711.6232313697299,2658.346132521404,66.99854147230495,5.104286889437715,7.820763477080168
El Djouf,18.688518524169922,351.843017578125,t,683.0952684601742,1355.7074997725967,18.421187573851665,b,490.12895259112946,692.5481851190764,14.651666783276465,12.269855184480603,18.559450780793867
Kumtag Desert,39.76579284667969,91.96855926513672,l,2120.1815390571765,27017.42442555024,43.88677372918549,s,1127.8067791675487,3006.2580289841044,32.52704139197697,3.421511705839794,11.09588255939045
Rub Al Khali,17.283367156982422,46.687400817871094,l,1636.458517967277,45011.24960787044,61.403958579505556,l,1636.458517967277,45011.24960787044,61.403958579505556,0.48855474259791815,5.271168322170594
Kharan Desert,27.962520599365234,63.8436164855957,l,1760.4707946797305,8571.301369010404,18.097111125793166,b,842.3983506732395,1144.2880795111766,13.184794439432721,11.668414113463848,18.851283363551268
Grand Erg Oriental,32.177974700927734,8.718731880187988,b,1567.9648726164207,3837.106697885708,70.66572233191432,b,1567.9648726164207,3837.106697885708,70.66572233191432,6.357047821939172,24.378508194779293
Central Grand Sand Sea,26.838397979736328,26.71869468688965,l,712.2958514600944,8418.949466709562,33.77217721872806,s,328.2316675025623,1716.3446708930692,17.6877514019298,2.8623992323942504,5.560472654013023
El Djouf,19.812639236450195,349.593017578125,b,835.579066676314,1871.659240186536,19.274020331900353,b,835.579066676314,1871.659240186536,19.274020331900353,10.693078047964967,17.769153111851644
El Djouf,18.12645721435547,354.655517578125,b,629.1618870833292,2933.8928583898414,21.37198891670013,b,629.1618870833292,2933.8928583898414,21.37198891670013,7.274291964868029,14.5656357570573
Rub Al Khali,26.557369232177734,49.21864700317383,l,1726.0136037026896,5828.135174352559,29.67857998009435,b,408.49112951668224,476.73917233617135,14.020570542320437,10.189939772973332,15.53514008526276
Rub Al Khali,18.96954917907715,47.531150817871094,l,893.1534783393796,10842.38748834753,27.802347912387233,l,893.1534783393796,10842.38748834753,27.802347912387233,1.9659487935574549,4.959513408037822
El Djouf,20.655731201171875,354.655517578125,b,1072.9966416254815,2104.133808479426,21.3890455718611,b,547.8803294505353,756.0620970555789,16.408502264856764,6.684169896735918,11.386385859037928
El Djouf,20.37470054626465,353.530517578125,b,1005.8319969194546,2354.295593064061,24.81743325921683,b,1005.8319969194546,2354.295593064061,24.81743325921683,8.666752214457116,13.292059257459288
Grand Erg Oriental,32.74003601074219,7.3124847412109375,l,1473.8004602281603,19285.336158633138,22.241878329909788,b,730.4785285758866,979.0389881164438,17.227221712583503,5.769705175244941,22.541390696748003
Ergs Iguidi \& Chech,26.838397979736328,357.186767578125,l,1810.7292270854564,46113.920100391886,29.84914653170409,s,589.9322948588956,1317.5356949497498,15.129253127783732,4.294680291150486,20.110746950131393
El Djouf,18.96954917907715,350.718017578125,b,936.8806901513872,1667.004788662553,28.024084429479895,b,936.8806901513872,1667.004788662553,28.024084429479895,12.761373292457213,19.143227166568877
Grand Erg Oriental,29.086641311645508,6.749985694885254,s,1849.9154460578281,2881.170371707062,67.83431757519267,s,1849.9154460578281,2881.170371707062,67.83431757519267,1.7383600674999058,16.828584811343514
Ergs Iguidi \& Chech,26.276338577270508,358.593017578125,l,1953.849713709287,46324.67446065121,72.57606770994337,l,1953.849713709287,46324.67446065121,72.57606770994337,8.772797613983226,18.348582527456692
El Djouf,20.9367618560791,350.155517578125,l,1295.175310154769,44470.80874902073,32.56115470229892,l,577.9782652361064,9931.748273776913,22.207765019587846,9.852300029821174,14.663338065636898
El Djouf,17.845428466796875,353.811767578125,b,1393.926542418112,2150.6092313840354,15.180423093266652,b,508.1004888200837,864.9106752198302,9.022970580155123,6.880138319236973,15.156601259651623
Central Takla Makan,39.203731536865234,82.68732452392578,l,1044.9538940604186,17654.8322662537,26.659552016602,l,1044.9538940604186,17654.8322662537,26.659552016602,6.006464834366268,10.086975439000124
Rub Al Khali,22.3419132232666,52.5936393737793,b,930.6888611123456,1477.6402408741428,31.725378599411208,b,930.6888611123456,1477.6402408741428,31.725378599411208,5.958413126731166,9.734541214462048
Badain Jaran Desert,41.17094421386719,102.93728637695312,l,1548.5107183759628,13895.060233089369,41.737635178902806,l,1548.5107183759628,13895.060233089369,41.737635178902806,18.962408137016073,40.47014220198833
East Registan Desert,29.929733276367188,65.53111267089844,t,1507.4467186636489,9900.967186877479,49.83954638036534,b,736.6129284871339,992.6474395799567,30.41201615201623,3.3488159266421422,5.470547388628219
Central Takla Makan,38.92270278930664,82.96857452392578,l,1243.50748052318,16311.22404484875,34.82968983870843,l,1243.50748052318,16311.22404484875,34.82968983870843,6.831072387219494,11.38584047776198
Aoukar,17.845428466796875,351.280517578125,t,1133.6968309359643,4427.852693276503,30.002656428152854,b,408.77341780877646,499.12858688202283,14.481100231666728,9.330190705585476,17.64475124080704
An Nafud \& Ad Dahna,26.276338577270508,46.968650817871094,n,1618.0253359895264,3749.876768005494,18.847603952876014,n,558.7543972762348,652.173683786306,12.792491370730325,2.530394849758993,11.016110832760376
Grand Erg Oriental,31.334884643554688,6.46873664855957,s,1602.5497190043475,3931.284191446582,32.1176816681136,s,1602.5497190043475,3931.284191446582,32.1176816681136,2.072318764256141,18.361044556612253
Grand Erg Oriental,30.21076202392578,5.624988079071045,s,1417.1588873695548,3578.3011249512674,50.385359345516505,s,1417.1588873695548,3578.3011249512674,50.385359345516505,1.824538864471583,16.853444549504157
El Djouf,19.5316104888916,349.874267578125,t,732.9420644473345,2486.120168519599,21.3890455718611,b,470.80035264384736,662.8207006684788,17.03959850581279,9.994610437266129,17.91297162832249
Trarza Reion Desert,17.56439781188965,345.655517578125,l,1147.106588057362,12911.145609577394,30.275562910728436,l,1147.106588057362,12911.145609577394,30.275562910728436,8.012428458754613,17.42555754799207
El Djouf,18.96954917907715,349.874267578125,b,868.1079629198364,3130.719425971357,28.177594325928666,b,868.1079629198364,3130.719425971357,28.177594325928666,11.361981626789715,19.846222291262286
Trarza Reion Desert,18.688518524169922,344.811767578125,l,1486.333974032976,14952.805932558613,27.42710149884582,b,388.940695439695,783.9944813925533,16.30616233389092,9.733495024160032,19.783865245374756
El Djouf,20.655731201171875,349.593017578125,l,813.4839660969177,32063.558549358568,23.794033949558404,b,255.62384838467364,545.559534354361,10.302219717228157,10.5688689887947,15.016364571560647
Ergs Iguidi \& Chech,27.681489944458008,355.499267578125,l,2290.0981054751146,9660.780344923618,69.42058650516321,s,1383.891696082351,2258.707690360495,42.300504799214934,0.2583695873656774,20.472056015432614
Rub Al Khali,18.407487869262695,49.49989700317383,l,1323.0670531887006,12138.233730699458,34.67617994225967,b,613.40296692706,1889.2710446707474,20.860289261870918,1.2889717402985714,4.964484484667913
Central Grand Sand Sea,28.24355125427246,23.624950408935547,l,1631.3118584526687,21238.194851722637,36.125995630942434,s,770.4170922077412,3295.568235250965,28.63812401527495,1.5451653365440063,8.839687790906236
Rub Al Khali,19.5316104888916,47.531150817871094,l,992.4984707851441,18584.46158570478,19.103453780290618,l,992.4984707851441,18584.46158570478,19.103453780290618,2.1559249421774633,5.04789331480718
Idehan Murzuk,24.028095245361328,12.374974250793457,b,2834.224083777051,4163.628101366972,56.014055548637856,b,2834.224083777051,4163.628101366972,56.014055548637856,0.5387689275502363,7.640793016029977
Rub Al Khali,17.845428466796875,46.687400817871094,l,1193.4917275720281,25582.74161227542,47.741577795565576,l,1193.4917275720281,25582.74161227542,47.741577795565576,1.3694673954300882,5.1453812228851765
Grand Erg Oriental,29.367671966552734,4.781239986419678,l,1656.3090319697608,15790.895425600154,151.59955107073486,s,867.8383677685782,2909.8494644414623,23.64052405310964,1.6486089526937535,15.566291138142258
Central Grand Sand Sea,27.962520599365234,25.59369659423828,l,1415.4146312529779,21372.166753893278,37.42230142317644,l,1415.4146312529779,21372.166753893278,37.42230142317644,2.833428034192452,7.269552517493653
Munga-Thirri,-25.433246612548828,137.8122100830078,l,500.8563179685387,5265.547683524982,16.93725857484695,l,199.76262483804084,773.7749932461088,11.922601957520662,8.439472065547,15.102368652771638
Rub Al Khali,22.3419132232666,53.4373893737793,b,2414.9059888534434,3246.488106833762,24.95388650050462,b,2414.9059888534434,3246.488106833762,24.95388650050462,4.88267827950542,8.483830528359787
Rub Al Khali,18.96954917907715,52.03114318847656,l,1330.9144920855065,10717.474880970567,79.31344649852801,s,1017.7653217451774,2914.4125534165437,76.75494822438195,0.6740570648692111,3.412922324708087
Munga-Thirri,-24.309125900268555,136.9684600830078,l,408.15399205947045,3062.9096090070643,16.323218989051895,l,222.49018682401177,463.32150201703985,11.513242233657293,11.612076124503853,18.169354428143297
Central Grand Sand Sea,24.871187210083008,27.281192779541016,l,1403.1516883503043,8461.903700422483,32.168851633596525,n,621.6782499940093,1066.3182673956453,25.10739639695338,5.459824115691759,7.918157584938714
El Djouf,20.655731201171875,351.280517578125,l,1114.8232471864153,44415.47727962859,39.81023314571277,l,624.9334762035029,16970.108392757942,26.898345188855632,8.55743116899775,13.382094068100379
An Nafud \& Ad Dahna,28.524580001831055,41.62491226196289,b,1342.4325138933082,2353.458528877766,63.28019064721266,b,1342.4325138933082,2353.458528877766,63.28019064721266,1.8768261541556825,6.053888943385921
East Erg Issaouane,26.838397979736328,7.874983787536621,l,2264.7522008011106,29090.245120370866,118.62903664457254,b,1187.1312215657094,2964.8113241501883,59.732406373730136,4.062861512668845,11.588348451539845
Munga-Thirri,-25.714277267456055,136.1247100830078,l,440.672242673462,1889.4496318735717,21.457272192505,l,290.6746833183418,642.1287426333319,16.35733229937384,4.432299513223162,7.945926469905455
Ergs Iguidi \& Chech,27.40045928955078,357.468017578125,l,1584.422545761888,26931.785018290968,35.39255945902057,s,944.9117426338568,7078.676112035953,27.88763118819211,3.943621704101047,18.582770855352386
El Djouf,21.498821258544922,350.436767578125,l,1335.4304930720418,44456.348306088024,37.200564906083784,b,509.2483321942713,995.0715409995137,23.65758070827061,6.471464984649562,10.17009583346458
Central Grand Sand Sea,28.80561065673828,25.31244659423828,s,1356.9837018886199,4893.591092789697,43.75032048789771,s,1356.9837018886199,4893.591092789697,43.75032048789771,3.1428149567696346,8.55165344703501
Central Takla Makan,40.04682540893555,85.21857452392578,b,1349.3921535357701,5262.897229026994,94.90322931565804,b,1349.3921535357701,5262.897229026994,94.90322931565804,8.660090750480434,12.627679003107362
Grand Erg Oriental,31.05385398864746,8.156232833862305,s,1544.6070623220448,6312.389611605032,36.5353553548058,s,1544.6070623220448,6312.389611605032,36.5353553548058,2.813348572600761,19.210149603137374
Central Grand Sand Sea,26.838397979736328,25.59369659423828,l,1151.1518090462735,10212.433199027882,47.843917726531416,l,1151.1518090462735,10212.433199027882,47.843917726531416,1.6763616769307028,4.095074370638038
Ergs Iguidi \& Chech,25.714277267456055,358.030517578125,l,1696.458155519021,43763.43323654664,27.6317813607775,l,1696.458155519021,43763.43323654664,27.6317813607775,8.827422300246349,17.259717420000523
Central Grand Sand Sea,25.433246612548828,26.15619468688965,l,1503.6297414573667,38377.541188232186,46.30881876204377,n,550.0461667261113,1836.073821024373,28.77457725656274,1.5401327096696569,3.9290084521182425
Rub Al Khali,20.655731201171875,53.99988555908203,b,1274.5278290644649,2619.6608082908256,34.35210349420117,b,1274.5278290644649,2619.6608082908256,34.35210349420117,0.7954974306589335,4.671733664762246
Central Takla Makan,39.76579284667969,87.46856689453125,b,2203.92150290231,4700.8925626353,101.4870982077939,b,2203.92150290231,4700.8925626353,101.4870982077939,27.071602193502276,30.433486560713973
Ergs Iguidi \& Chech,27.962520599365234,355.218017578125,s,2071.5710765912777,7539.893021456522,54.240163411896575,s,2071.5710765912777,7539.893021456522,54.240163411896575,1.617260606746137,20.481571377694298
Badain Jaran Desert,40.04682540893555,101.81228637695312,l,2117.865002990493,17228.32018963687,145.76617500568182,b,1359.0494884763843,3327.1567966862103,109.38432954732475,6.83637889183815,25.096085233587843
Grand Erg Occidental,30.21076202392578,0.28124940395355225,b,1606.8192401853046,5388.951324613331,45.79711910721456,b,1606.8192401853046,5388.951324613331,45.79711910721456,7.549004612578042,23.694412474302016
Central Takla Makan,38.64167404174805,82.96857452392578,t,1380.316766336975,15521.203587895874,38.12162428477637,b,662.2677191563239,2407.9143370398274,21.730178675080577,6.847809498383308,11.733773631769568
Central Takla Makan,38.079612731933594,82.40607452392578,b,1151.7815885950556,3547.898954902,36.16010894126439,b,1151.7815885950556,3547.898954902,36.16010894126439,4.5029842945838,10.332741393982271
An Nafud \& Ad Dahna,28.524580001831055,42.46866226196289,s,3075.1369642082864,4388.740290188051,38.97445704282505,s,3075.1369642082864,4388.740290188051,38.97445704282505,1.54669170715133,7.225944125469567
Aoukar,17.002336502075195,351.843017578125,t,1327.1310438773783,6036.020695935721,22.770634639899978,t,1327.1310438773783,6036.020695935721,22.770634639899978,6.745892073376029,16.547319493308773
Central Grand Sand Sea,26.838397979736328,23.06245231628418,l,1822.1838830827944,20630.37577347151,51.68166513775051,l,1822.1838830827944,20630.37577347151,51.68166513775051,0.43750319955230443,7.236110729254862
El Djouf,19.250579833984375,351.561767578125,b,494.6626827059978,1993.4336131599841,22.19070836442687,b,494.6626827059978,1993.4336131599841,22.19070836442687,10.176945614204161,15.988094644973351
Rub Al Khali,21.77985191345215,50.34364318847656,b,1430.2136802451619,3699.8978151632905,13.62826747361804,b,275.6081598700202,517.5690234128688,6.0039426166627665,4.608042534184568,7.295480908154462
Central Grand Sand Sea,27.681489944458008,23.06245231628418,s,2028.5591051337547,7445.153392964371,53.21676410223815,s,2028.5591051337547,7445.153392964371,53.21676410223815,0.9737532450709966,8.273417876088518
Grand Erg Oriental,29.086641311645508,6.1874871253967285,s,1476.1250856862289,3952.5279469944408,34.74440656290356,s,1476.1250856862289,3952.5279469944408,34.74440656290356,2.3314849569316167,17.336491559617592
Aoukar,17.845428466796875,351.561767578125,t,1444.3029174829173,4728.163737080785,31.623038668445368,t,1444.3029174829173,4728.163737080785,31.623038668445368,9.303139906454792,17.977193958573952
Rub Al Khali,19.5316104888916,52.03114318847656,b,990.365787214107,3423.5723593576563,46.649951865263255,b,581.2519626417368,832.4569492208333,31.298962220386862,0.9868201845439849,3.6709429433606533
El Djouf,21.77985191345215,348.186767578125,l,376.3170077366774,2617.5566489269895,15.982085885832417,b,201.70406229102528,478.3724268653485,9.295877062730703,9.8506925636873,13.385695996527277
Ergs Iguidi \& Chech,28.524580001831055,356.343017578125,l,1449.8722031355885,4261.502367280502,28.63812401527495,l,1449.8722031355885,4261.502367280502,28.63812401527495,1.384118416221184,22.61445034767483
Rub Al Khali,22.903974533081055,53.99988555908203,b,1761.0329650953768,4164.1717866178515,83.57761028877145,b,1761.0329650953768,4164.1717866178515,83.57761028877145,6.153051626434064,9.962442917649856
Central Takla Makan,39.484764099121094,86.62481689453125,b,2095.8259973629765,4580.36728403138,59.86885961501792,b,2095.8259973629765,4580.36728403138,59.86885961501792,21.949148174043206,26.222392708642367
East Takla Makan,40.32785415649414,89.15606689453125,b,912.5061069516261,2071.2749789911327,18.93288722868088,b,912.5061069516261,2071.2749789911327,18.93288722868088,31.23513209991858,33.97927421626736
Rub Al Khali,23.466033935546875,53.99988555908203,l,2049.610187105945,23777.00669561738,27.154195016270236,b,60.54672482906069,153.54779843235218,0.0,8.332861159920927,13.54176080164895
Rub Al Khali,20.9367618560791,55.12488555908203,n,1615.9558621449276,2508.134560656302,25.329132914046045,n,1615.9558621449276,2508.134560656302,25.329132914046045,0.754395620573962,5.4140223713850215
Ergs Iguidi \& Chech,26.838397979736328,358.030517578125,l,1424.9296769516318,21613.403854531516,41.19182221375164,l,1424.9296769516318,21613.403854531516,41.19182221375164,7.66342277176002,18.91743663832027
Rub Al Khali,18.12645721435547,48.374900817871094,l,1359.1629211599588,44390.557805613396,68.02194078196337,s,431.2808749738353,2334.95264223827,20.87734591703189,0.6593348114567259,3.796631552415647
El Djouf,18.688518524169922,356.343017578125,b,681.9720273361119,1698.8389541449324,31.537755392640495,b,681.9720273361119,1698.8389541449324,31.537755392640495,5.436889755245469,12.68576411900049
Rub Al Khali,17.56439781188965,47.812400817871094,l,1470.7641825783462,16347.8109284238,26.35253222370447,n,641.6745378323598,1142.4183466382017,20.212136365753913,0.5084951993586679,4.112084705434595
Ergs Iguidi \& Chech,27.681489944458008,358.593017578125,l,1373.4458793074746,32260.907926613196,21.576668778631813,l,1373.4458793074746,32260.907926613196,21.576668778631813,6.756795405944403,20.106554080321956
El Djouf,19.250579833984375,355.499267578125,l,530.1820851844401,5647.991319947087,18.352960953207774,b,271.26772009831336,439.74546231459345,11.18916578559879,6.296686203377646,12.482659843827546
An Nafud \& Ad Dahna,25.1522159576416,47.812400817871094,l,2263.834702670071,33995.34944274194,33.94274377033779,s,817.3487876801105,2150.477793089864,21.37198891670013,3.3842775157218785,9.693436618295722
Grand Erg Oriental,32.45900344848633,8.718731880187988,b,1619.0956431665422,2451.1532955725693,71.68912164157274,b,1619.0956431665422,2451.1532955725693,71.68912164157274,6.24503016804905,24.938423144729242
Rub Al Khali,19.812639236450195,48.65614700317383,l,1336.3531756321202,25466.730664380775,29.93442980750896,l,1336.3531756321202,25466.730664380775,29.93442980750896,2.2948514675005978,5.0205411708154255
Rub Al Khali,23.18500328063965,54.28113555908203,t,786.913945183072,3704.2200665291566,33.84040383937195,t,786.913945183072,3704.2200665291566,33.84040383937195,7.32874641640523,11.813123257412116
El Djouf,18.12645721435547,356.905517578125,n,739.7715316233215,1398.534542233709,22.139538398943948,n,739.7715316233215,1398.534542233709,22.139538398943948,5.079798248035402,13.566351199179456
Rub Al Khali,20.9367618560791,51.46864318847656,b,1198.3966337107072,4943.53872458448,13.40653095652538,b,557.2971686249462,1544.4100244688389,9.022970580155123,3.435247701277278,6.374510823497372
Trarza Reion Desert,18.688518524169922,345.093017578125,l,1012.4443379589179,5750.11995275212,27.972914463996975,l,1012.4443379589179,5750.11995275212,27.972914463996975,9.50124532896669,20.315494069147853
Idehan Ubari,27.40045928955078,12.374974250793457,s,1601.6944160214698,3235.772763426054,89.12102321608793,s,1601.6944160214698,3235.772763426054,89.12102321608793,3.191275665763694,12.845211092034921
Central Grand Sand Sea,26.276338577270508,27.562442779541016,l,966.1310342736041,12888.779681076892,37.49052804382033,l,812.4647346755644,8289.65110445959,36.791205182220416,3.676077308445124,5.797571133717164
Rub Al Khali,17.845428466796875,48.374900817871094,l,1138.1588137364083,19646.430580691132,48.67969382941913,l,1138.1588137364083,19646.430580691132,48.67969382941913,0.5455462550659702,3.9983462443375895
Central Takla Makan,40.608882904052734,85.78107452392578,n,1334.87934375721,2854.622969187198,60.58523913177882,n,1334.87934375721,2854.622969187198,60.58523913177882,7.596146144477628,11.497874119870472
Central Takla Makan,38.36064147949219,82.68732452392578,l,974.7326166060332,6151.0541120663465,25.857889224036228,l,974.7326166060332,6151.0541120663465,25.857889224036228,5.542087789275212,10.952247623349098
East Erg Issaouane,27.40045928955078,7.593734264373779,l,2283.140287312571,22740.98206845222,91.78186142119982,l,2283.140287312571,22740.98206845222,91.78186142119982,5.102889052261191,14.30001229561749
